Ref,DS_SS,Ref_name,Extracted_by,Ocean,Region,Study_location,Ecoregion_number,Study_site,Study_type,Genus,species,Updated_Genus,Updated_species,Colony_form,Other_forms,Coral_age_class,Coral_age_at_start_expt_days_since_settled,Coral_age_at_start_expt_days_postfert,Coral_age_at_end_expt_days_postfert,Surface_direction,Surface_direction_deg,Treatment,Exp_details,Other_conditions,Control_code,Sed_comp,Binary_sed_burial,Sed_level,Sed_level_UoM,Sed_level_stand_mg,Sed_level_avg_type,Sed_level_avg_N,Sed_level_avg_N_UoM,Sed_error_low,Sed_error_high,Sed_error_type,Sed_exposure,Sed_exposure_UoM,Sed_exposure_days,Sed_days,Days_after_start,Sed_application,Sed_notes,Binary_high_yield,Binary_hydrostatic_inflation,Binary_tentacular_activity,Binary_increased_mucus,Binary_congealed_sediment,Binary_auto_to_heterotroph,Binary_reduced_PR_ratio,Binary_reduced_FvFm,Binary_reduced_growth,Binary_reduced_fertilization,Binary_limited_settlement,Binary_bleaching_or_reduced_chla,Binary_algal_overgrowth,Binary_smothering,Binary_larval_survival,Binary_recruit_death,Binary_small_necroses,Binary_large_necroses,Binary_death_total,Bin_notes,Binary_non_adverse_reported,Binary_adverse_reported,Binary_mortality_reported,Binary_any_effect,Binary_effect_non_adverse,Binary_effect_adverse,Binary_effect_mortality,date_of extraction,Additional_notes,Changes_from_full_dataset
DS68,DS,Flores et al. (2012),LJT,Pacific,GBR,Coral Sea (ER075),75,Laboratory,manipulative,Montipora,aequituberculata,Montipora,aequituberculata,,,adult,,,,,,100 mg/L Target TSS (total suspended sediment),Week 12,n/a,0,"coral-derived sand and coral rubble, ground into fine sediments (mean particle size 6.4+/-0.8 (SE) mm, 95% <20 micm)",0,82.7,mg/cm2/day,82.7,mean,36,time-points over 16 weeks,6.2,6.2,s.e.,84,days,84,84,,,"Table 1; There is also information about sediment accumulation over time and % sediment cover, in addition to sedimentation rate. Also, total suspended sediments (TSS), turbidity (NTU), and light attenuation (relative %).",0,,,,,,,0,,,,,,,,,0,1,1,"sig dec chla/biomass, sig increase in Fv/Gm",1,1,1,1,0,1,1,not recorded,Lipid concentration also studied but not included here (see EFH sediment database Erftemeijer); Lillian changed some of Eileen's values based on her (LT's) earlier extraction; comprehensive study looking at effects of various sediment/turbidity/light attenuation levels over months on two species,
DS68,DS,Flores et al. (2012),LJT,Pacific,GBR,Coral Sea (ER075),75,Laboratory,manipulative,Montipora,aequituberculata,Montipora,aequituberculata,,,adult,,,,,,0 mg/L Target TSS (total suspended sediment),Week 16 (4 weeks recovery; since week 12 no added sediment),n/a,1,"coral-derived sand and coral rubble, ground into fine sediments (mean particle size 6.4+/-0.8 (SE) mm, 95% <20 micm)",0,0.43,mg/cm2/day,0.43,mean,36,time-points over 16 weeks,0.04,0.04,s.e.,84,days,84,84,,,"Table 1; There is also information about sediment accumulation over time and % sediment cover, in addition to sedimentation rate. Also, total suspended sediments (TSS), turbidity (NTU), and light attenuation (relative %).",0,,,,,,,0,,,,,,,,,0,0,0,,1,1,1,0,0,0,0,not recorded,Lipid concentration also studied but not included here (see EFH sediment database Erftemeijer); Lillian changed some of Eileen's values based on her (LT's) earlier extraction; comprehensive study looking at effects of various sediment/turbidity/light attenuation levels over months on two species,
DS68,DS,Flores et al. (2012),LJT,Pacific,GBR,Coral Sea (ER075),75,Laboratory,manipulative,Montipora,aequituberculata,Montipora,aequituberculata,,,adult,,,,,,1 mg/L Target TSS (total suspended sediment),Week 16 (4 weeks recovery; since week 12 no added sediment),n/a,0,"coral-derived sand and coral rubble, ground into fine sediments (mean particle size 6.4+/-0.8 (SE) mm, 95% <20 micm)",0,1.62,mg/cm2/day,1.62,mean,36,time-points over 16 weeks,0.16,0.16,s.e.,84,days,84,84,,,"Table 1; There is also information about sediment accumulation over time and % sediment cover, in addition to sedimentation rate. Also, total suspended sediments (TSS), turbidity (NTU), and light attenuation (relative %).",0,,,,,,,0,,,,,,,,,0,0,0,,1,1,1,0,0,0,0,not recorded,Lipid concentration also studied but not included here (see EFH sediment database Erftemeijer); Lillian changed some of Eileen's values based on her (LT's) earlier extraction; comprehensive study looking at effects of various sediment/turbidity/light attenuation levels over months on two species,
DS68,DS,Flores et al. (2012),LJT,Pacific,GBR,Coral Sea (ER075),75,Laboratory,manipulative,Montipora,aequituberculata,Montipora,aequituberculata,,,adult,,,,,,3 mg/L Target TSS (total suspended sediment),Week 16 (4 weeks recovery; since week 12 no added sediment),n/a,0,"coral-derived sand and coral rubble, ground into fine sediments (mean particle size 6.4+/-0.8 (SE) mm, 95% <20 micm)",0,2.76,mg/cm2/day,2.76,mean,36,time-points over 16 weeks,0.22,0.22,s.e.,84,days,84,84,,,"Table 1; There is also information about sediment accumulation over time and % sediment cover, in addition to sedimentation rate. Also, total suspended sediments (TSS), turbidity (NTU), and light attenuation (relative %).",0,,,,,,,0,,,,,,,,,0,0,0,,1,1,1,0,0,0,0,not recorded,Lipid concentration also studied but not included here (see EFH sediment database Erftemeijer); Lillian changed some of Eileen's values based on her (LT's) earlier extraction; comprehensive study looking at effects of various sediment/turbidity/light attenuation levels over months on two species,
DS68,DS,Flores et al. (2012),LJT,Pacific,GBR,Coral Sea (ER075),75,Laboratory,manipulative,Montipora,aequituberculata,Montipora,aequituberculata,,,adult,,,,,,10 mg/L Target TSS (total suspended sediment),Week 16 (4 weeks recovery; since week 12 no added sediment),n/a,0,"coral-derived sand and coral rubble, ground into fine sediments (mean particle size 6.4+/-0.8 (SE) mm, 95% <20 micm)",0,8.93,mg/cm2/day,8.93,mean,36,time-points over 16 weeks,0.56,0.56,s.e.,84,days,84,84,,,"Table 1; There is also information about sediment accumulation over time and % sediment cover, in addition to sedimentation rate. Also, total suspended sediments (TSS), turbidity (NTU), and light attenuation (relative %).",0,,,,,,,0,,,,,,,,,1,0,0,,1,1,1,1,0,1,1,not recorded,Lipid concentration also studied but not included here (see EFH sediment database Erftemeijer); Lillian changed some of Eileen's values based on her (LT's) earlier extraction; comprehensive study looking at effects of various sediment/turbidity/light attenuation levels over months on two species,
DS68,DS,Flores et al. (2012),LJT,Pacific,GBR,Coral Sea (ER075),75,Laboratory,manipulative,Montipora,aequituberculata,Montipora,aequituberculata,,,adult,,,,,,30 mg/L Target TSS (total suspended sediment),Week 16 (4 weeks recovery; since week 12 no added sediment),n/a,0,"coral-derived sand and coral rubble, ground into fine sediments (mean particle size 6.4+/-0.8 (SE) mm, 95% <20 micm)",0,25,mg/cm2/day,25,mean,36,time-points over 16 weeks,2.1,2.1,s.e.,84,days,84,84,,,"Table 1; There is also information about sediment accumulation over time and % sediment cover, in addition to sedimentation rate. Also, total suspended sediments (TSS), turbidity (NTU), and light attenuation (relative %).",0,,,,,,,0,,,,,,,,,0,1,1,,1,1,1,1,0,1,1,not recorded,Lipid concentration also studied but not included here (see EFH sediment database Erftemeijer); Lillian changed some of Eileen's values based on her (LT's) earlier extraction; comprehensive study looking at effects of various sediment/turbidity/light attenuation levels over months on two species,
DS68,DS,Flores et al. (2012),LJT,Pacific,GBR,Coral Sea (ER075),75,Laboratory,manipulative,Montipora,aequituberculata,Montipora,aequituberculata,,,adult,,,,,,100 mg/L Target TSS (total suspended sediment),Week 16 (4 weeks recovery; since week 12 no added sediment),n/a,0,"coral-derived sand and coral rubble, ground into fine sediments (mean particle size 6.4+/-0.8 (SE) mm, 95% <20 micm)",0,82.7,mg/cm2/day,82.7,mean,36,time-points over 16 weeks,6.2,6.2,s.e.,84,days,84,84,,,"Table 1; There is also information about sediment accumulation over time and % sediment cover, in addition to sedimentation rate. Also, total suspended sediments (TSS), turbidity (NTU), and light attenuation (relative %).",0,,,,,,,0,,,,,,,,,0,1,1,"sig dec chla/biomass, sig increase in Fv/Gm",1,1,1,1,0,1,1,not recorded,Lipid concentration also studied but not included here (see EFH sediment database Erftemeijer); Lillian changed some of Eileen's values based on her (LT's) earlier extraction; comprehensive study looking at effects of various sediment/turbidity/light attenuation levels over months on two species,
DS68,DS,Flores et al. (2012),LJT,Pacific,GBR,Coral Sea (ER075),75,Laboratory,manipulative,Acropora,millepora,Acropora,millepora,,,adult,,,,,,0 mg/L Target TSS (total suspended sediment),Baseline (Week 0),n/a,2,"coral-derived sand and coral rubble, ground into fine sediments (mean particle size 6.4+/-0.8 (SE) mm, 95% <20 micm)",0,0.43,mg/cm2/day,0.43,mean,n/s,n/s,n/s,n/s,n/s,0,days,0,0,,,"Fig. S2; There is also information about sediment accumulation over time and % sediment cover, in addition to sedimentation rate. Also, total suspended sediments (TSS), turbidity (NTU), and light attenuation (relative %).",0,,,,,,,0,,,,,,,,,0,0,0,,1,1,1,0,0,0,0,not recorded,Lipid concentration also studied but not included here (see EFH sediment database Erftemeijer); Lillian changed some of Eileen's values based on her (LT's) earlier extraction; comprehensive study looking at effects of various sediment/turbidity/light attenuation levels over months on two species,
DS68,DS,Flores et al. (2012),LJT,Pacific,GBR,Coral Sea (ER075),75,Laboratory,manipulative,Acropora,millepora,Acropora,millepora,,,adult,,,,,,1 mg/L Target TSS (total suspended sediment),Baseline (Week 0),n/a,2,"coral-derived sand and coral rubble, ground into fine sediments (mean particle size 6.4+/-0.8 (SE) mm, 95% <20 micm)",0,0.43,mg/cm2/day,0.43,mean,n/s,n/s,n/s,n/s,n/s,0,days,0,0,,,"Fig. S2; There is also information about sediment accumulation over time and % sediment cover, in addition to sedimentation rate. Also, total suspended sediments (TSS), turbidity (NTU), and light attenuation (relative %).",0,,,,,,,0,,,,,,,,,0,0,0,,1,1,1,0,0,0,0,not recorded,Lipid concentration also studied but not included here (see EFH sediment database Erftemeijer); Lillian changed some of Eileen's values based on her (LT's) earlier extraction; comprehensive study looking at effects of various sediment/turbidity/light attenuation levels over months on two species,
DS68,DS,Flores et al. (2012),LJT,Pacific,GBR,Coral Sea (ER075),75,Laboratory,manipulative,Acropora,millepora,Acropora,millepora,,,adult,,,,,,3 mg/L Target TSS (total suspended sediment),Baseline (Week 0),n/a,2,"coral-derived sand and coral rubble, ground into fine sediments (mean particle size 6.4+/-0.8 (SE) mm, 95% <20 micm)",0,0.43,mg/cm2/day,0.43,mean,n/s,n/s,n/s,n/s,n/s,0,days,0,0,,,"Fig. S2; There is also information about sediment accumulation over time and % sediment cover, in addition to sedimentation rate. Also, total suspended sediments (TSS), turbidity (NTU), and light attenuation (relative %).",0,,,,,,,0,,,,,,,,,0,0,0,,1,1,1,0,0,0,0,not recorded,Lipid concentration also studied but not included here (see EFH sediment database Erftemeijer); Lillian changed some of Eileen's values based on her (LT's) earlier extraction; comprehensive study looking at effects of various sediment/turbidity/light attenuation levels over months on two species,
DS68,DS,Flores et al. (2012),LJT,Pacific,GBR,Coral Sea (ER075),75,Laboratory,manipulative,Acropora,millepora,Acropora,millepora,,,adult,,,,,,10 mg/L Target TSS (total suspended sediment),Baseline (Week 0),n/a,2,"coral-derived sand and coral rubble, ground into fine sediments (mean particle size 6.4+/-0.8 (SE) mm, 95% <20 micm)",0,0.43,mg/cm2/day,0.43,mean,n/s,n/s,n/s,n/s,n/s,0,days,0,0,,,"Fig. S2; There is also information about sediment accumulation over time and % sediment cover, in addition to sedimentation rate. Also, total suspended sediments (TSS), turbidity (NTU), and light attenuation (relative %).",0,,,,,,,0,,,,,,,,,0,0,0,,1,1,1,0,0,0,0,not recorded,Lipid concentration also studied but not included here (see EFH sediment database Erftemeijer); Lillian changed some of Eileen's values based on her (LT's) earlier extraction; comprehensive study looking at effects of various sediment/turbidity/light attenuation levels over months on two species,
DS68,DS,Flores et al. (2012),LJT,Pacific,GBR,Coral Sea (ER075),75,Laboratory,manipulative,Acropora,millepora,Acropora,millepora,,,adult,,,,,,30 mg/L Target TSS (total suspended sediment),Baseline (Week 0),n/a,2,"coral-derived sand and coral rubble, ground into fine sediments (mean particle size 6.4+/-0.8 (SE) mm, 95% <20 micm)",0,0.43,mg/cm2/day,0.43,mean,n/s,n/s,n/s,n/s,n/s,0,days,0,0,,,"Fig. S2; There is also information about sediment accumulation over time and % sediment cover, in addition to sedimentation rate. Also, total suspended sediments (TSS), turbidity (NTU), and light attenuation (relative %).",0,,,,,,,0,,,,,,,,,0,0,0,", sig increase in Fv/Gm",1,1,1,0,0,0,0,not recorded,Lipid concentration also studied but not included here (see EFH sediment database Erftemeijer); Lillian changed some of Eileen's values based on her (LT's) earlier extraction; comprehensive study looking at effects of various sediment/turbidity/light attenuation levels over months on two species,
DS68,DS,Flores et al. (2012),LJT,Pacific,GBR,Coral Sea (ER075),75,Laboratory,manipulative,Acropora,millepora,Acropora,millepora,,,adult,,,,,,100 mg/L Target TSS (total suspended sediment),Baseline (Week 0),n/a,2,"coral-derived sand and coral rubble, ground into fine sediments (mean particle size 6.4+/-0.8 (SE) mm, 95% <20 micm)",0,0.43,mg/cm2/day,0.43,mean,n/s,n/s,n/s,n/s,n/s,0,days,0,0,,,"Fig. S2; There is also information about sediment accumulation over time and % sediment cover, in addition to sedimentation rate. Also, total suspended sediments (TSS), turbidity (NTU), and light attenuation (relative %).",0,,,,,,,0,,,,,,,,,0,0,0,,1,1,1,0,0,0,0,not recorded,Lipid concentration also studied but not included here (see EFH sediment database Erftemeijer); Lillian changed some of Eileen's values based on her (LT's) earlier extraction; comprehensive study looking at effects of various sediment/turbidity/light attenuation levels over months on two species,
DS68,DS,Flores et al. (2012),LJT,Pacific,GBR,Coral Sea (ER075),75,Laboratory,manipulative,Acropora,millepora,Acropora,millepora,,,adult,,,,,,0 mg/L Target TSS (total suspended sediment),Week 4,n/a,1,"coral-derived sand and coral rubble, ground into fine sediments (mean particle size 6.4+/-0.8 (SE) mm, 95% <20 micm)",0,0.43,mg/cm2/day,0.43,mean,16,time-points over 16 weeks,0.04,0.04,s.e.,28,days,28,28,,,"Table 1; There is also information about sediment accumulation over time and % sediment cover, in addition to sedimentation rate. Also, total suspended sediments (TSS), turbidity (NTU), and light attenuation (relative %).",1,,,,,,,0,,,,,,,,,0,0,0,,1,1,1,1,1,0,0,not recorded,Lipid concentration also studied but not included here (see EFH sediment database Erftemeijer); Lillian changed some of Eileen's values based on her (LT's) earlier extraction; comprehensive study looking at effects of various sediment/turbidity/light attenuation levels over months on two species,
DS68,DS,Flores et al. (2012),LJT,Pacific,GBR,Coral Sea (ER075),75,Laboratory,manipulative,Acropora,millepora,Acropora,millepora,,,adult,,,,,,1 mg/L Target TSS (total suspended sediment),Week 4,n/a,0,"coral-derived sand and coral rubble, ground into fine sediments (mean particle size 6.4+/-0.8 (SE) mm, 95% <20 micm)",0,1.62,mg/cm2/day,1.62,mean,16,time-points over 16 weeks,0.16,0.16,s.e.,28,days,28,28,,,"Table 1; There is also information about sediment accumulation over time and % sediment cover, in addition to sedimentation rate. Also, total suspended sediments (TSS), turbidity (NTU), and light attenuation (relative %).",1,,,,,,,0,,,,,,,,,0,0,0,,1,1,1,1,1,0,0,not recorded,Lipid concentration also studied but not included here (see EFH sediment database Erftemeijer); Lillian changed some of Eileen's values based on her (LT's) earlier extraction; comprehensive study looking at effects of various sediment/turbidity/light attenuation levels over months on two species,
DS68,DS,Flores et al. (2012),LJT,Pacific,GBR,Coral Sea (ER075),75,Laboratory,manipulative,Acropora,millepora,Acropora,millepora,,,adult,,,,,,3 mg/L Target TSS (total suspended sediment),Week 4,n/a,0,"coral-derived sand and coral rubble, ground into fine sediments (mean particle size 6.4+/-0.8 (SE) mm, 95% <20 micm)",0,2.76,mg/cm2/day,2.76,mean,16,time-points over 16 weeks,0.22,0.22,s.e.,28,days,28,28,,,"Table 1; There is also information about sediment accumulation over time and % sediment cover, in addition to sedimentation rate. Also, total suspended sediments (TSS), turbidity (NTU), and light attenuation (relative %).",1,,,,,,,0,,,,,,,,,0,0,0,,1,1,1,1,1,0,0,not recorded,Lipid concentration also studied but not included here (see EFH sediment database Erftemeijer); Lillian changed some of Eileen's values based on her (LT's) earlier extraction; comprehensive study looking at effects of various sediment/turbidity/light attenuation levels over months on two species,
DS68,DS,Flores et al. (2012),LJT,Pacific,GBR,Coral Sea (ER075),75,Laboratory,manipulative,Acropora,millepora,Acropora,millepora,,,adult,,,,,,10 mg/L Target TSS (total suspended sediment),Week 4,n/a,0,"coral-derived sand and coral rubble, ground into fine sediments (mean particle size 6.4+/-0.8 (SE) mm, 95% <20 micm)",0,8.93,mg/cm2/day,8.93,mean,16,time-points over 16 weeks,0.56,0.56,s.e.,28,days,28,28,,,"Table 1; There is also information about sediment accumulation over time and % sediment cover, in addition to sedimentation rate. Also, total suspended sediments (TSS), turbidity (NTU), and light attenuation (relative %).",1,,,,,,,0,,,,,,,,,0,0,0,,1,1,1,1,1,0,0,not recorded,Lipid concentration also studied but not included here (see EFH sediment database Erftemeijer); Lillian changed some of Eileen's values based on her (LT's) earlier extraction; comprehensive study looking at effects of various sediment/turbidity/light attenuation levels over months on two species,
DS68,DS,Flores et al. (2012),LJT,Pacific,GBR,Coral Sea (ER075),75,Laboratory,manipulative,Acropora,millepora,Acropora,millepora,,,adult,,,,,,30 mg/L Target TSS (total suspended sediment),Week 4,n/a,0,"coral-derived sand and coral rubble, ground into fine sediments (mean particle size 6.4+/-0.8 (SE) mm, 95% <20 micm)",0,25,mg/cm2/day,25,mean,16,time-points over 16 weeks,2.1,2.1,s.e.,28,days,28,28,,,"Table 1; There is also information about sediment accumulation over time and % sediment cover, in addition to sedimentation rate. Also, total suspended sediments (TSS), turbidity (NTU), and light attenuation (relative %).",1,,,,,,,0,,,,,,,,,0,0,0,,1,1,1,1,1,0,0,not recorded,Lipid concentration also studied but not included here (see EFH sediment database Erftemeijer); Lillian changed some of Eileen's values based on her (LT's) earlier extraction; comprehensive study looking at effects of various sediment/turbidity/light attenuation levels over months on two species,
